Semana,Agencia_ID,Canal_ID,Ruta_SAK,Cliente_ID,Producto_ID,Venta_uni_hoy,Venta_hoy,Dev_uni_proxima,Dev_proxima,Demanda_uni_equil
9,2211,1,1213,496785,41938,2,19.82,1,9.91,1
6,1952,1,2012,617747,43069,5,37.05,0,0,5
9,1119,1,1483,58826,1220,3,22.92,0,0,3
5,2012,1,1054,2465228,3144,1,21.32,0,0,1
6,2073,4,6631,1816595,33196,3,27.6,0,0,3
5,1955,1,2853,1813401,43058,2,18.7,0,0,2
9,4041,6,3203,432802,43064,3,24.45,0,0,3
9,3212,1,1621,1548873,4245,2,20.96,0,0,2
4,2241,1,1203,401540,1146,2,42.78,0,0,2
9,2055,1,1284,2041951,1250,4,30.56,0,0,4
9,3212,1,1226,1120905,1064,1,16.67,0,0,1
3,1419,1,1083,7877707,35571,1,21.39,0,0,1
7,1137,1,1075,2284858,1125,1,9.6,0,0,1
7,2030,1,1056,4598482,3631,1,16.35,0,0,1
5,1137,1,1478,2366501,3270,2,20.94,0,0,2
6,1637,1,1239,1560178,35651,1,7.5,1,7.5,0
3,2022,1,1204,275425,46772,2,17.84,0,0,2
7,2653,1,1239,2385808,2233,3,59.82,0,0,3
3,1227,1,2837,3556738,32934,2,14.08,0,0,2
9,1232,1,1216,4806838,41843,32,219.52,0,0,32
3,2211,1,1225,1055291,2233,1,19.94,0,0,1
9,1351,1,1063,118742,1125,4,38.4,0,0,4
4,1636,1,1207,2261894,1212,1,8.38,0,0,1
8,2013,1,1210,944875,1284,7,21.14,0,0,7
6,1681,11,5701,4123215,32936,5,35.2,0,0,5
4,1375,1,2106,1590542,30532,5,38.9,0,0,5
9,2016,1,2108,2187932,35305,7,43.75,0,0,7
8,2653,1,4501,4597408,48417,10,45.8,0,0,10
6,1451,1,2856,219774,35131,4,37.4,0,0,4
9,2072,1,1252,4627258,1309,1,6.76,0,0,1
8,1542,1,1153,2215498,1230,4,66.68,2,33.34,2
4,4041,1,2853,420634,37058,1,7.5,0,0,1
8,4010,1,2112,1349579,35305,6,37.5,0,0,6
6,1123,1,1249,697456,1232,1,18.24,0,0,1
4,1614,1,1201,277541,1147,1,12,0,0,1
4,22187,1,1262,584827,1242,7,53.48,0,0,7
9,4046,1,5016,46657,44371,1,7.59,0,0,1
4,2211,1,1043,471348,1150,1,13.96,0,0,1
3,2012,1,2803,3678,30572,3,18.75,0,0,3
3,1461,1,1005,143961,34213,10,199.4,5,99.7,5
9,3214,1,4431,2274420,43066,4,38.52,0,0,4
6,1117,1,1466,644824,1278,10,45,0,0,10
7,1124,1,1026,1244465,2233,2,39.88,0,0,2
7,1441,1,4454,426038,43316,5,40.75,0,0,5
6,1914,1,1132,4537189,1309,2,13.52,0,0,2
3,2018,1,1216,2074187,1182,4,55.76,0,0,4
5,1216,1,4422,1169548,48893,20,148.2,0,0,20
5,1224,1,1603,73004,323,2,16.3,0,0,2
3,2018,1,1004,3553573,31690,2,29.58,0,0,2
5,1420,1,1129,175592,43210,1,6.77,0,0,1
8,2040,1,2806,1968836,43069,2,14.82,0,0,2
4,4040,1,1113,232034,43251,1,10.47,0,0,1
9,2012,1,1207,4516555,1278,6,27,0,0,6
3,1471,1,2846,7827316,30575,2,12.5,0,0,2
4,1346,1,1003,412214,1160,1,18.86,0,0,1
9,1261,4,6610,1968882,1216,14,118.3,0,0,14
6,4051,1,1105,122042,48579,5,20.3,0,0,5
5,1542,1,1254,4205038,31847,4,46.16,0,0,4
5,1121,1,1202,2431635,1232,2,36.48,0,0,2
3,2211,1,1243,500453,1238,1,9.83,0,0,1
7,2015,1,4508,1751313,1232,1,18.24,0,0,1
7,2057,1,1266,1512076,31717,10,60,0,0,10
6,1531,1,2012,1360855,5328,3,24.45,0,0,3
6,1153,1,1613,4197337,40217,1,8.98,0,0,1
7,2015,1,2849,4192467,43285,9,47.52,0,0,9
7,1123,1,1409,166616,1230,2,33.34,0,0,2
7,1635,1,2954,3026409,35309,5,31.25,0,0,5
8,1140,1,1023,2485636,1160,1,18.86,0,0,1
7,1620,1,1026,1133160,1182,5,69.7,0,0,5
7,1611,1,1106,1302020,1278,14,63,0,0,14
6,2031,1,2811,4639341,37058,2,15,0,0,2
8,1312,1,1231,68942,2425,10,45,0,0,10
8,1122,1,1458,603189,1240,2,16.76,0,0,2
7,1637,1,1117,326666,1232,1,18.24,0,0,1
6,3214,1,4453,1367112,36610,40,30.8,0,0,40
5,1236,1,2819,1122437,30572,6,37.5,0,0,6
4,1591,4,6633,24774,1212,7,59.15,0,0,7
7,1936,1,1262,4652322,48417,2,9.16,0,0,2
4,1126,1,1446,4321806,1238,18,176.94,0,0,18
3,3212,1,1424,1280181,35651,6,45,0,0,6
8,2095,8,3899,4441439,3270,7,54.46,0,0,7
8,1138,1,1036,4258217,1160,6,113.16,0,0,6
9,22187,1,1260,501851,47840,1,8,0,0,1
7,1334,1,2810,1622667,43064,1,8.15,0,0,1
7,1461,1,4503,4488406,43206,14,63,0,0,14
6,1111,1,1015,65565,46772,20,178.4,0,0,20
9,2217,1,1014,248237,1182,2,27.88,0,0,2
4,1243,1,1209,77490,2233,4,79.76,0,0,4
7,1658,4,6632,1965409,1242,10,74.1,0,0,10
8,1222,1,1032,45658,1129,4,70.4,0,0,4
6,1911,1,1083,540979,73,3,63.96,0,0,3
7,1130,1,1601,2070533,31298,20,177.8,0,0,20
4,23899,1,2815,442778,31309,2,12.5,0,0,2
5,1593,2,1501,32535,43082,16,422.4,0,0,16
5,1451,1,1255,1720393,43197,1,8.38,0,0,1
3,1914,1,1032,2333598,30173,1,13.96,0,0,1
7,2229,1,1259,1698671,1212,1,8.38,0,0,1
5,1656,1,1102,169440,1232,4,72.96,0,0,4
4,2055,1,1255,475169,2233,2,39.88,0,0,2
3,2030,1,2863,212441,43033,7,43.05,0,0,7
4,2032,1,1153,2200468,1309,5,33.8,0,0,5
3,1632,1,2809,872630,30572,2,12.5,0,0,2
9,2038,1,1116,2171297,1216,7,58.66,0,0,7
4,2234,1,2104,2298228,32939,1,7.78,0,0,1
8,2015,1,1277,4673529,41938,3,30.63,0,0,3
7,1312,1,1110,68528,1240,12,100.56,0,0,12
4,1463,1,4414,2166460,43307,16,84.48,0,0,16
5,1218,1,1203,20291,1146,54,1155.06,0,0,54
3,1348,1,1246,1140742,1240,1,8.38,0,0,1
8,1216,1,4409,2103529,43316,1,8.15,0,0,1
4,2240,1,1220,989081,2233,2,39.88,0,0,2
9,1344,1,1011,404105,43059,3,26.76,0,0,3
3,1315,1,2857,874160,43069,4,29.64,0,0,4
6,1431,1,2827,4538108,36823,3,13.83,0,0,3
9,1420,1,1024,23081,34213,26,518.44,0,0,26
3,4049,1,1033,129537,34206,1,13.96,0,0,1
5,1220,1,4419,319451,43069,3,22.23,0,0,3
8,1535,1,2103,4516288,30575,20,125,0,0,20
3,1245,1,1239,83841,1242,1,7.64,0,0,1
8,2020,1,1156,1970549,1220,5,38.2,0,0,5
7,1216,1,2106,72727,30549,3,16.14,0,0,3
3,1415,1,1014,231019,46876,5,44.6,0,0,5
8,1618,1,1254,675830,6469,3,42.78,0,0,3
4,1351,1,2136,2461314,30572,12,75,0,0,12
7,2020,1,1262,275466,1278,11,49.5,0,0,11
3,1219,1,2111,331667,36748,4,46.12,0,0,4
9,1232,1,2803,483730,35305,8,50,0,0,8
3,1315,1,2057,1416456,43064,2,16.3,0,0,2
5,2627,4,6616,35338,43069,9,66.69,0,0,9
8,1546,1,1219,511469,1180,3,41.82,0,0,3
4,1347,1,1183,4465738,1240,4,33.52,0,0,4
3,22187,1,900,2037196,2665,5,36.95,0,0,5
8,1337,1,1121,374281,1220,4,30.56,0,0,4
5,1119,1,1450,56987,1212,4,33.52,0,0,4
4,3214,1,1602,592230,40217,1,8.98,0,0,1
4,1227,1,4437,7869228,43285,3,15.84,0,0,3
4,1153,1,2819,2153302,31507,5,31.25,0,0,5
3,1213,1,1224,1497131,1278,27,121.5,0,0,27
5,1217,1,1629,4123572,3609,4,35.92,0,0,4
4,1347,1,1253,135194,35651,8,60,0,0,8
9,1139,7,3308,1449886,1240,10,83.8,0,0,10
6,1945,1,1279,1434489,1146,1,21.39,1,21.39,0
9,1330,1,1260,4450402,1232,1,18.24,0,0,1
6,1423,1,2836,4532569,30572,3,18.75,0,0,3
9,1586,2,1549,2373035,34210,72,1712.16,7,166.46,65
7,1118,1,1254,2120001,41843,1,6.86,0,0,1
9,2055,1,1260,199439,41938,1,9.91,0,0,1
7,2237,1,1037,535516,1109,4,60.04,0,0,4
6,2055,1,1162,45827,1240,7,58.66,0,0,7
9,1451,1,1264,4536907,36711,1,7.5,0,0,1
5,4040,1,1007,231977,46876,2,17.84,0,0,2
8,2644,1,2104,1689655,35305,10,62.5,0,0,10
9,1681,11,5701,4248687,5310,6,31.68,0,0,6
8,1347,1,2161,546724,35305,10,62.5,0,0,10
6,1223,1,1174,167599,972,1,18.98,0,0,1
3,2264,1,2904,2324857,3894,3,28.05,0,0,3
6,2653,1,2010,590752,43147,8,36.32,0,0,8
7,1427,1,1006,152613,34802,4,85.28,0,0,4
4,1384,1,2025,1593768,43069,1,7.41,0,0,1
3,1613,1,4451,8122682,37058,6,45,0,0,6
7,1213,1,1415,430428,1064,1,16.67,0,0,1
8,2043,1,2857,1615926,30532,1,7.78,0,0,1
3,2071,1,1153,228975,1212,5,41.9,0,0,5
6,1530,1,5501,1518223,32863,1,9.35,0,0,1
8,2237,1,4103,1884680,5380,4,29.64,0,0,4
4,2233,1,6505,4478927,44495,4,33.72,0,0,4
9,2074,4,6611,3789849,31719,5,37.4,0,0,5
9,1140,1,1630,559669,35452,3,13.32,0,0,3
9,1532,1,1050,2443884,1160,1,18.86,0,0,1
9,1112,1,1004,431661,3631,1,16.35,0,0,1
9,1122,1,1481,603983,1272,1,10.47,1,10.47,0
3,1120,1,1068,4106047,2233,11,219.34,0,0,11
9,1552,1,6507,4666807,32861,5,31,0,0,5
7,2233,1,1105,1588704,1309,2,13.52,0,0,2
7,1311,1,1068,189564,1160,2,37.72,0,0,2
9,1346,1,1013,408795,36907,2,29.58,0,0,2
8,1587,4,6644,1917234,8931,16,184,0,0,16
4,2015,1,2842,4559235,43065,2,13.52,0,0,2
8,2038,1,1217,4583708,35651,3,22.5,0,0,3
9,4037,1,5524,1817181,43000,2,7.4,0,0,2
6,1140,1,1631,317232,4280,4,24,0,0,4
4,1245,1,4412,84012,43069,1,7.41,0,0,1
4,1137,1,2113,4397789,30532,8,62.24,0,0,8
3,1310,1,2007,1309236,43067,2,19.26,0,0,2
5,1219,1,1107,324866,1284,3,9.06,0,0,3
4,1427,1,1206,2457272,43206,10,45,0,0,10
5,1415,1,2819,515288,43069,4,29.64,0,0,4
5,1121,1,2113,375947,37268,3,46.11,0,0,3
5,2060,1,4407,228889,43064,2,16.3,0,0,2
4,1222,1,4457,4615248,37058,5,37.5,0,0,5
8,2060,1,2852,2021131,32940,1,7.78,0,0,1
9,1636,1,2101,285849,30532,15,116.7,0,0,15
4,1420,1,2133,17817,30549,5,26.9,0,0,5
3,2013,1,1005,1793569,3144,1,21.32,1,21.32,0
8,1697,1,1049,707671,2233,2,39.88,0,0,2
9,22362,1,1237,1302223,3270,1,10.47,1,10.47,0
5,4049,1,1272,2351955,34206,2,27.92,0,0,2
9,1672,4,6617,4484795,6469,4,52.8,0,0,4
9,2016,1,1316,3557777,1230,2,33.34,0,0,2
4,1315,1,1260,819344,30946,0,0,2,7.5,0
4,2214,1,1214,306436,1109,4,60.04,0,0,4
5,1236,1,2808,85916,37058,2,15,0,0,2
9,2280,7,3301,1665916,1309,16,108.16,0,0,16
4,2019,1,1203,131533,1278,5,22.5,0,0,5
8,1330,1,2153,198764,35309,3,18.75,0,0,3
7,2020,1,2050,1583818,43067,1,9.63,0,0,1
6,2055,1,1170,4255255,1230,2,33.34,0,0,2
3,1612,1,1255,986538,35651,2,15,0,0,2
9,1110,7,3311,1546508,1125,6,57.6,0,0,6
4,2234,1,2839,1503287,5355,3,15.57,2,10.38,1
8,22414,1,1223,4730133,1240,10,83.8,0,0,10
5,2275,4,6612,25500,1212,20,169,0,0,20
4,2045,1,1252,1433059,1212,1,8.38,0,0,1
3,1631,1,1645,4559222,31298,2,17.78,0,0,2
8,1952,1,1213,4456620,1284,8,24.16,0,0,8
4,2235,1,4501,4694294,30574,2,12.5,0,0,2
8,1955,1,2851,1003890,35305,8,50,0,0,8
4,1491,4,6610,30932,43338,2,42.14,0,0,2
9,1153,1,2804,721242,32937,1,7.04,0,0,1
7,2038,1,1219,2146078,1284,4,12.08,0,0,4
7,1545,1,1104,1825315,1309,2,13.52,0,0,2
9,1212,1,1422,4520256,1250,4,30.56,0,0,4
5,1656,1,1104,164467,1250,4,30.56,0,0,4
4,1622,1,1158,903923,35651,7,52.5,0,0,7
9,1312,1,1230,4539276,2233,1,19.94,0,0,1
4,2013,1,1105,64317,1242,9,68.76,0,0,9
4,1117,1,1043,57802,3631,2,32.7,0,0,2
6,2019,1,1219,1844611,1240,9,75.42,0,0,9
3,1153,1,1005,358105,32802,1,11.91,0,0,1
3,1419,1,1295,4624200,43206,2,9,0,0,2
5,1118,1,1025,176407,1125,12,115.2,0,0,12
7,2055,1,1065,2172418,2233,1,19.94,0,0,1
9,1657,4,6638,967332,31719,5,37.4,0,0,5
4,1349,1,1125,4248045,35651,13,97.5,0,0,13
4,2071,1,2138,4462548,30572,7,43.75,0,0,7
4,1344,1,1014,2429265,1109,5,75.05,0,0,5
3,1219,1,1002,9649993,4767,2,29.58,0,0,2
6,1351,1,2053,118578,43147,25,113.5,0,0,25
7,1476,4,4903,4665545,43204,12,92.4,0,0,12
5,1633,1,1110,104590,972,2,37.96,0,0,2
6,1682,11,5702,4470211,37057,8,60,0,0,8
7,2030,1,1169,4186546,31423,4,42.76,0,0,4
4,1955,1,5003,1602701,35131,6,56.1,0,0,6
6,1351,11,3901,2151835,43285,2,10.56,0,0,2
9,1223,1,1160,393816,1238,6,58.98,0,0,6
5,2020,1,2801,759196,43285,11,58.08,0,0,11
3,1375,1,1003,1294624,46772,2,17.84,0,0,2
7,2057,1,2875,4365434,43316,2,16.3,0,0,2
4,1116,1,2823,2470041,43285,10,52.8,0,0,10
9,1633,1,1201,2351282,1238,3,29.49,1,9.83,2
3,1218,1,1605,426453,323,3,24.45,0,0,3
6,2034,1,4482,253309,43147,6,27.24,0,0,6
7,1471,1,1206,4532084,43204,4,30.56,0,0,4
8,1611,1,1266,829894,6469,2,28.52,0,0,2
5,3213,1,1409,74172,1250,21,160.44,0,0,21
3,1123,1,1618,2448207,9217,1,9,0,0,1
9,1245,1,1242,1780347,1309,1,6.76,1,6.76,0
5,2021,1,1211,717829,1284,4,12.08,0,0,4
8,1347,1,1183,2168326,35651,5,37.5,0,0,5
9,1336,1,1262,4754665,1146,4,85.56,0,0,4
5,1332,1,1106,1491774,2425,27,121.5,0,0,27
6,1615,1,1112,4364763,1284,20,60.4,0,0,20
3,2653,1,1140,211442,41938,2,19.82,0,0,2
5,1130,1,1420,1499427,1240,5,41.9,0,0,5
5,1164,7,3327,2423128,325,15,132,0,0,15
8,1129,2,66,17851,43246,252,5284.44,0,0,252
4,1312,1,2062,68634,43069,14,103.74,0,0,14
5,1123,1,1252,4398993,35651,2,15,0,0,2
9,4051,1,2109,123289,30569,6,42.24,0,0,6
8,4046,1,5011,82153,45112,2,25.18,2,25.18,0
5,2043,1,1153,498801,1240,4,33.52,6,50.28,0
8,1218,1,4410,871405,43285,42,221.76,0,0,42
4,2013,1,1222,1522522,35651,7,52.5,0,0,7
3,2648,11,3907,1044675,1240,11,92.18,0,0,11
8,1556,1,1106,155949,34938,5,58.1,0,0,5
4,1419,1,1079,90638,36899,1,13.94,0,0,1
8,1366,1,2022,4377883,43285,15,79.2,0,0,15
7,1138,1,4410,1990089,35516,3,16.38,0,0,3
7,1330,1,1154,469986,41938,1,9.91,0,0,1
9,1347,1,2087,2175002,43316,3,24.45,0,0,3
4,2034,1,1140,249643,1250,12,91.68,0,0,12
7,1130,1,1414,892138,1284,16,48.32,0,0,16
3,1150,4,6624,2284092,4245,15,178.8,0,0,15
9,1423,1,1218,4504415,43251,1,10.47,0,0,1
3,1220,1,1221,1100223,972,4,75.92,0,0,4
4,2016,1,2842,2267968,31310,3,18.75,0,0,3
5,1236,1,1122,4197996,1238,3,29.49,0,0,3
4,1477,4,4716,26951,31310,5,26,0,0,5
4,1340,1,1263,939180,2425,10,45,0,0,10
5,1632,1,1104,1734456,1278,15,67.5,0,0,15
3,1625,1,1292,421134,1212,1,8.38,0,0,1
7,1471,1,2841,4440381,43064,1,8.15,0,0,1
3,2071,1,2855,4462676,43069,2,14.82,0,0,2
8,2214,1,1214,306977,1309,2,13.52,0,0,2
8,2263,1,1128,2379042,1232,7,132.86,0,0,7
8,1656,1,1213,163691,1240,4,33.52,0,0,4
3,1130,1,2803,2288812,30549,1,5.38,0,0,1
7,1227,1,1236,2292271,1238,1,9.83,0,0,1
7,1911,1,1176,113928,1284,12,36.24,0,0,12
5,1620,1,1032,2014907,1182,3,41.82,0,0,3
8,2229,1,2809,699497,30531,2,15.56,0,0,2
8,1143,6,3241,4550724,1250,10,76.4,0,0,10
5,1556,1,1255,1925765,2233,1,20.75,1,20.75,0
5,4041,1,2856,2186167,31471,2,19.98,0,0,2
7,1124,1,1028,1364329,1182,19,264.86,0,0,19
6,2012,1,1152,2465335,1284,5,15.1,0,0,5
9,1117,1,1041,1287799,1150,4,55.84,0,0,4
8,1140,1,2120,322029,30532,12,93.36,0,0,12
4,2017,1,1181,4364639,35651,10,75,0,0,10
6,1622,1,1153,205459,972,2,37.96,0,0,2
4,2030,1,1170,2160650,1064,2,33.34,0,0,2
3,1614,1,1236,4474296,46772,4,35.68,0,0,4
7,2040,1,1116,590391,1309,11,74.36,0,0,11
8,1549,1,2137,1641207,31512,7,75.32,0,0,7
8,2054,1,2823,1207276,43285,9,47.52,0,0,9
9,1118,1,1419,931178,1240,10,83.8,0,0,10
5,1138,1,1428,454484,1064,1,16.67,0,0,1
8,4040,1,2171,232106,35305,18,112.5,0,0,18
7,2072,1,2851,3257450,43285,9,47.52,0,0,9
5,3213,1,1430,21557,1064,5,83.35,0,0,5
3,1332,1,1002,2106854,1146,6,128.34,0,0,6
3,3212,1,4459,1189863,31625,1,13.24,0,0,1
6,1419,1,1091,1813817,35571,3,64.17,1,21.39,2
8,1112,1,1013,2164448,35727,8,76.8,0,0,8
5,1544,1,1017,788937,1146,1,21.39,0,0,1
5,1130,1,1007,1930716,3631,2,32.7,0,0,2
4,2024,1,4412,451169,35516,8,43.68,0,0,8
5,1423,1,1118,930728,43202,1,8.38,0,0,1
4,2217,1,1225,2453433,1240,3,25.14,0,0,3
7,1471,1,2144,1340350,30552,9,48.42,0,0,9
3,1339,1,2810,666371,31507,4,25,0,0,4
6,1387,1,2811,4359990,43285,3,15.84,0,0,3
4,1441,1,5535,232059,35131,4,37.4,0,0,4
7,1346,1,1014,412339,43006,4,65.4,0,0,4
7,1137,1,1450,2297450,41938,2,19.82,0,0,2
8,2214,1,1106,306855,1250,5,38.2,0,0,5
9,2213,1,2828,3965389,37058,8,60,2,15,6
6,2081,4,6606,135300,43064,2,18.54,0,0,2
8,2030,1,1060,375132,1125,12,115.2,0,0,12
5,3216,1,1650,695710,4280,12,72,0,0,12
3,1153,1,1605,1519821,3609,2,17.96,0,0,2
3,1936,1,2011,957490,43064,3,24.45,0,0,3
9,4051,1,4507,4518441,43203,4,30.56,0,0,4
7,1912,1,1132,4190722,1232,1,18.24,0,0,1
4,1617,1,1105,562515,1242,6,45.84,0,0,6
3,3214,1,4430,4256814,43285,15,79.2,0,0,15
6,1633,1,1011,103959,2233,63,1256.22,0,0,63
6,2032,1,5054,4380741,35107,5,27.3,0,0,5
5,1123,1,1006,2260021,1109,4,60.04,0,0,4
3,1219,1,1132,2137183,1250,9,68.76,0,0,9
9,1123,1,1239,1220396,641,3,122.85,0,0,3
3,3217,1,1412,181734,41843,4,27.44,0,0,4
4,1127,1,2150,1210200,32937,2,14.08,0,0,2
6,1912,1,1102,62037,1232,8,145.92,0,0,8
9,22560,1,2120,1251941,30551,1,5.38,0,0,1
4,1997,5,3041,653378,42225,9,83.34,0,0,9
6,1445,1,1143,127799,43251,3,31.41,0,0,3
3,1629,1,1111,637506,1309,2,13.52,0,0,2
4,2644,1,1118,1077561,34768,1,22.5,0,0,1
4,2071,1,1217,4516060,1216,1,8.38,0,0,1
8,1219,1,1124,1098164,1240,3,25.14,0,0,3
3,1140,1,1220,1214863,1284,3,9.06,0,0,3
9,2229,1,1001,4207869,1146,3,64.17,0,0,3
3,1615,1,1220,1963712,1278,4,18,0,0,4
8,1121,1,1057,197834,1129,8,140.8,0,0,8
3,2045,1,1262,1999590,1242,5,38.2,0,0,5
4,2216,1,1208,933256,1146,2,42.78,0,0,2
6,1453,1,2134,149760,31310,2,12.5,0,0,2
4,1111,1,2110,65272,36988,1,23.06,0,0,1
9,2217,1,1117,316069,1216,3,25.14,0,0,3
4,1121,1,1453,194626,35651,13,97.5,0,0,13
8,1625,1,1293,4618012,1220,1,7.64,0,0,1
6,1117,1,1449,58164,1242,7,53.48,0,0,7
9,1616,1,1203,676072,1240,2,16.76,0,0,2
7,1637,1,1254,326680,1216,1,8.38,0,0,1
6,1536,1,1257,489566,43202,5,41.9,0,0,5
8,1121,1,4403,1270278,32861,4,21.84,0,0,4
4,1615,1,1212,1222855,1109,1,15.01,0,0,1
6,1542,1,1253,4563156,1687,2,37.96,0,0,2
4,4046,1,1128,115170,43118,8,79.28,3,29.73,5
6,1441,1,1232,4477866,43203,6,45.84,0,0,6
3,1423,1,2824,4334962,32937,3,21.12,0,0,3
9,1618,1,1035,2403104,1182,36,501.84,0,0,36
8,1218,1,1007,18350,31392,1,22.22,0,0,1
9,1628,1,2151,1713542,43058,1,9.35,0,0,1
6,1531,7,3302,7788630,30571,20,125,0,0,20
4,1697,1,1143,275673,35651,3,22.5,0,0,3
4,1138,1,1031,165756,3631,1,16.35,0,0,1
8,1122,1,1465,691404,1230,1,16.67,0,0,1
5,1111,1,2109,50321,43058,13,121.55,0,0,13
7,1419,1,1182,412479,43203,5,38.2,0,0,5
7,1219,1,2808,4737539,36610,40,30.8,0,0,40
3,25699,1,1208,4201743,34255,4,67.2,0,0,4
8,2014,1,1212,812099,35651,3,22.5,0,0,3
4,1312,1,1107,4644857,1309,1,6.76,0,0,1
5,1351,1,1261,498383,48417,13,59.54,0,0,13
9,1911,1,2135,4743801,31485,1,9.99,0,0,1
6,1340,1,8055,2255758,1250,2,15.28,0,0,2
7,2213,1,4102,897246,43065,10,67.6,0,0,10
9,1588,2,1605,61000,44371,9,78.48,0,0,9
7,1629,1,1246,813240,1309,4,27.04,0,0,4
5,1936,1,2157,215542,30572,9,56.25,0,0,9
6,1112,1,1004,640005,1129,8,140.8,0,0,8
9,1384,1,2821,563722,32940,2,15.56,0,0,2
8,22362,1,1051,108090,3144,1,21.32,0,0,1
8,2239,1,1159,517243,41938,2,19.82,0,0,2
5,1656,1,1228,4721657,1278,12,54,0,0,12
4,1545,1,2806,906846,30532,200,1556,0,0,200
4,2018,1,1007,387734,35727,4,38.4,0,0,4
6,1442,4,7002,8404740,43197,20,169,0,0,20
6,1914,1,1230,1302568,1109,2,30.02,0,0,2
6,1436,11,3904,87085,43197,40,335.2,0,0,40
5,1121,1,1605,367210,4280,9,54,0,0,9
6,1315,1,1274,154230,41938,3,29.73,0,0,3
6,1471,1,1124,182389,48577,5,22.9,0,0,5
8,2044,1,2102,1531257,35305,15,93.75,0,0,15
3,2016,1,1310,186246,1278,5,22.5,0,0,5
7,1970,1,1223,634377,36739,13,97.5,0,0,13
4,1314,7,3346,4447982,1373,2,61.82,0,0,2
6,2015,1,4513,3342196,35516,6,32.76,0,0,6
7,1215,1,1010,1291428,1150,2,27.92,0,0,2
4,1312,1,2061,19895,30813,4,17.76,0,0,4
4,2037,1,2801,1380763,30575,8,50,0,0,8
5,1347,1,2087,1131108,43147,3,13.62,0,0,3
5,22560,1,2121,692648,30551,2,10.76,0,0,2
6,1632,1,1006,623181,1147,1,12,0,0,1
7,2034,1,1294,855461,2233,1,19.94,0,0,1
6,1555,1,5013,2075814,45112,3,38.25,0,0,3
4,2017,1,2802,1680184,30572,6,37.5,0,0,6
4,1219,1,2119,1713241,30572,3,18.75,0,0,3
3,1554,1,1104,1119513,1242,3,24.99,0,0,3
6,1387,1,2003,1898380,43274,2,10.38,0,0,2
7,2017,1,1802,124946,4280,6,36,0,0,6
7,1336,1,1652,369220,32303,8,48,0,0,8
8,3211,1,1406,1664200,972,3,56.94,0,0,3
6,1216,1,1616,4604280,3609,3,26.94,0,0,3
4,1954,1,2120,32410,31507,6,37.5,0,0,6
8,3217,1,1110,111250,1238,12,117.96,0,0,12
7,1912,1,1112,1683645,1309,4,27.04,0,0,4
9,2614,11,3907,4689225,1150,4,55.84,0,0,4
9,1239,1,1227,3025175,1232,2,36.48,0,0,2
9,22560,1,2021,351356,5000,8,42.24,0,0,8
8,2045,1,1254,1944314,1216,1,8.38,0,0,1
7,1220,1,1407,413657,35651,3,22.5,0,0,3
3,22560,1,2025,348230,36610,40,30.8,0,0,40
4,2214,1,1001,4334138,2233,6,119.64,0,0,6
3,2229,1,1212,1760732,41938,1,9.91,0,0,1
7,2072,1,4458,198641,43069,4,29.64,0,0,4
4,1153,1,4413,692935,35113,3,28.05,0,0,3
3,1140,1,1202,2490565,2233,7,139.58,0,0,7
6,1617,1,1214,2355400,1284,5,15.1,0,0,5
9,2015,1,1211,1517034,1242,3,22.92,0,0,3
9,1461,1,1104,143724,43305,10,45.8,0,0,10
7,1336,1,1170,553626,41938,2,19.82,0,0,2
5,1479,4,6618,9680417,49028,5,54,0,0,5
5,1120,1,1466,18001,41938,2,19.82,0,0,2
7,2023,1,1003,1804755,2665,6,96,0,0,6
9,1347,1,1266,2464969,2425,10,45,0,0,10
6,2214,1,2807,303279,5380,5,37.05,0,0,5
9,1122,1,1048,80595,46772,56,499.52,0,0,56
5,4037,1,5525,943884,3718,4,36,0,0,4
4,1138,1,1431,165750,1278,11,49.5,0,0,11
6,1629,1,1264,166084,1284,9,27.18,0,0,9
6,1222,1,1423,149480,1232,3,54.72,0,0,3
7,2237,1,1235,2261501,1278,6,27,0,0,6
8,1636,1,1113,3010281,48417,8,34.08,0,0,8
6,1945,1,1262,1671634,1240,1,8.38,0,0,1
3,1470,1,2014,2079075,31514,5,49.95,0,0,5
6,2643,11,3903,2031520,1242,3,22.92,0,0,3
8,1461,1,1203,142918,43207,12,36.24,0,0,12
7,4037,1,1211,243206,43207,20,60.4,0,0,20
3,1340,1,1062,2483679,1109,3,45.03,0,0,3
6,1447,11,3903,206582,48134,77,954.8,0,0,77
4,1616,1,1148,313569,1232,2,36.48,0,0,2
5,1637,1,1232,4443963,2233,1,19.94,0,0,1
3,1544,4,6601,4435070,36537,8,36.4,0,0,8
5,1122,1,1050,2150835,1109,2,30.02,0,0,2
6,1431,1,1225,239083,34914,2,28.52,0,0,2
5,1335,1,1054,337822,46772,5,44.6,0,0,5
6,1117,1,1074,1042956,1150,3,41.88,0,0,3
5,1242,1,2811,1219170,37058,11,82.5,0,0,11
6,25759,1,2130,597227,30531,5,42.6,0,0,5
6,1339,1,1214,2239396,1169,10,188.6,0,0,10
9,1622,1,1256,4348199,1146,1,21.39,0,0,1
9,2096,2,1556,9853717,34204,180,3542.4,0,0,180
7,1223,1,4464,962407,43285,10,52.8,0,0,10
6,1936,1,2003,208255,43069,6,44.46,0,0,6
5,2071,1,4441,4337822,43069,4,29.64,0,0,4
4,2214,1,1011,1741642,1146,20,427.8,0,0,20
